"id","name","neighbourhood_group_cleansed","neighbourhood_cleansed","property_type","room_type","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","bedrooms","beds","price"
8513839,"Huge Gorgeous1 Bed Apt Williamsburg","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",2,5,5,5,5,5,5,5,1,1,130
8518051,"Cozy Living Environment","Bronx","Clason Point","Entire residential home","Entire home/apt",70,4.84,4.87,4.86,4.97,4.96,4.59,4.77,1,2,100
8518280,"Convenient 1Bdr with Outdoor Space (sleeps 4)","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",6,4.83,4.83,4.67,4.8,4.83,4.8,4.6,1,2,150
8520094,"Quaint 1 Bedroom in Happenin' E.V","Manhattan","East Village","Entire rental unit","Entire home/apt",303,4.41,4.59,4.44,4.8,4.79,4.9,4.34,1,2,207
8520667,"Room in 4 Bedroom Brooklyn Apt","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",2,4,4.5,4,5,5,4,4.5,1,1,53
8521188,"1 Bed Room BEST LOCATION EPIC VIEWS","Manhattan","Hell's Kitchen","Entire rental unit","Entire home/apt",2,5,5,4.5,5,5,5,5,1,1,304
8522933,"Charming Cottage in Huge Victorian","Brooklyn","Flatbush","Entire rental unit","Entire home/apt",228,4.67,4.73,4.62,4.87,4.89,4.63,4.71,1,3,121
8523688,"1BR Railroad Apt in Heart of Wburg","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",2,5,5,5,5,5,5,5,1,1,115
8523910,"Tompkins Square/East Village Apt.","Manhattan","East Village","Entire rental unit","Entire home/apt",1,4,4,3,5,5,5,4,3,3,250
8525172,"Shared Studio (NO PRIVACY) On The Upper East Side","Manhattan","Upper East Side","Shared room in rental unit","Shared room",124,4.83,4.9,4.64,4.98,4.99,4.91,4.81,1,2,62
8525292,"Williamsburg home w/Private Garden","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",26,4.73,4.85,4.65,4.96,4.92,4.88,4.85,1,2,105
8525477,"Room in private Victorian house","Queens","Richmond Hill","Private room in residential home","Private room",12,5,5,5,5,5,4.82,4.73,1,1,51
8530517,"Sundrenched, Beautiful New Reno","Brooklyn","Sunset Park","Entire rental unit","Entire home/apt",5,4.6,4.4,4.2,5,5,3.8,4.2,2,2,214
8532358,"Smile APT in BK","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",42,4.76,4.8,4.67,4.93,4.9,4.66,4.85,1,1,60
8533225,"Huge Duplex only minutes from NYC","Brooklyn","Bushwick","Entire rental unit","Entire home/apt",225,4.79,4.88,4.73,4.98,4.97,4.52,4.86,3,7,242
8533457,"Close to everything, transportation","Queens","Jamaica","Private room in rental unit","Private room",172,4.58,4.75,4.52,4.69,4.72,4.59,4.61,1,1,55
8534732,"Sunny Private 2 or 1 br in Brownstone Brooklyn","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",9,4.78,4.89,4.67,4.78,4.89,4.78,4.67,2,6,150
8536270,"Walk to UN, Macy's & Empire State Building","Manhattan","Murray Hill","Entire rental unit","Entire home/apt",192,5,5,4.99,4.99,4.98,4.94,4.92,1,1,209
8547335,"BedStuy's Chillest","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",9,4.75,4.88,4.63,4.75,5,4.25,5,1,1,55
8547630,"Brand new Building. Great space.","Brooklyn","Williamsburg","Private room in rental unit","Private room",26,4.77,4.76,4.5,4.96,5,4.8,4.8,1,1,59
8547691,"Amazing view from luxury building near Times Sq","Manhattan","Hell's Kitchen","Private room in rental unit","Private room",69,4.82,4.88,4.75,4.97,4.94,5,4.76,1,1,119
8553287,"Cozy 2 Bedroom on famous St Marks","Manhattan","East Village","Entire rental unit","Entire home/apt",2,5,5,5,5,5,5,5,2,3,150
8554425,"14th St 1BR","Manhattan","West Village","Entire rental unit","Entire home/apt",1,5,5,5,5,5,5,5,1,1,250
8554547,"Modern room for sublet","Bronx","Norwood","Private room in rental unit","Private room",9,4.67,4.67,4.44,4.67,5,4.78,4.33,1,1,70
8555250,"Nice small room for 1 person, near Times Square!","Manhattan","Theater District","Private room in rental unit","Private room",144,4.88,4.97,4.88,4.94,4.92,4.95,4.82,1,1,96
8563025,"Cozy Apartment Near Central Park","Manhattan","Hell's Kitchen","Shared room in rental unit","Shared room",8,4.75,5,4.63,5,5,5,4.5,1,1,85
8569534,"Cozy 3 BD in the East Village","Manhattan","East Village","Private room in rental unit","Private room",74,4.58,4.72,4.23,4.79,4.92,4.66,4.64,1,1,60
8588621,"Room in beautiful Brownstone Apt","Brooklyn","Crown Heights","Private room in rental unit","Private room",101,4.89,4.97,4.92,4.97,4.98,4.76,4.91,1,1,60
8589444,"NYC ""Night"" Theme Room - Sunny, near L train!","Brooklyn","Williamsburg","Private room in rental unit","Private room",23,4.87,4.91,4.57,5,4.83,5,4.86,1,2,51
8589729,"Magnolia House Saint George","Staten Island","St. George","Entire residential home","Entire home/apt",156,4.86,4.9,4.36,4.97,4.99,4.91,4.88,2,4,190
8590777,"BEAUTIFUL&BRIGHT 1 bd (E. Village)","Manhattan","East Village","Private room in rental unit","Private room",27,4.52,4.67,4.22,4.81,4.7,4.81,4.59,1,1,180
8593798,"Rustic, Warm Decor in Historic Crown Heights","Brooklyn","Crown Heights","Entire rental unit","Entire home/apt",60,4.77,4.9,4.9,4.9,4.76,4.59,4.67,1,2,123
8594833,"Spacious and Sunny Duplex with Deck and Pool","Brooklyn","Red Hook","Entire rental unit","Entire home/apt",7,5,4.86,4.86,5,5,4.71,5,3,4,325
8595036,"Cozy room in the heart of Astoria","Queens","Astoria","Private room in rental unit","Private room",92,4.82,4.82,4.71,4.85,4.93,4.83,4.79,1,1,79
8595149,"Prime location, Renovated,Inspiring","Manhattan","Upper East Side","Entire rental unit","Entire home/apt",166,4.73,4.78,4.78,4.75,4.8,4.89,4.68,1,2,164
8595349,"BEAUTIFUL&BRIGHT 2bd/2ba(E Village)","Manhattan","East Village","Entire rental unit","Entire home/apt",2,4,4,3.5,4.5,4.5,4.5,4.5,2,2,264
8597141,"Private Room, 15min from MANHATTAN","Queens","Woodside","Private room in rental unit","Private room",3,4.5,4,3,5,5,4,5,1,1,164
8597265,"Cozy 1 BR on Bedford Avenue, Wburg","Brooklyn","Williamsburg","Private room in rental unit","Private room",1,5,5,5,5,5,5,5,1,1,49
8605739,"Bedroom in artist apartment","Brooklyn","Bushwick","Private room in rental unit","Private room",2,4,4.5,4,5,5,4.5,4.5,1,1,45
8608841,"3BR Private Williamsburg Apartment","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",1,5,5,5,5,5,5,5,3,3,120
8609130,"Soho/Nolita/Kenmare Amazing Apartment!","Manhattan","SoHo","Entire rental unit","Entire home/apt",91,4.79,4.91,4.81,4.91,4.88,4.91,4.79,1,1,185
8610093,"Spacious One bedroom apartment","Manhattan","Morningside Heights","Entire rental unit","Entire home/apt",3,5,5,4.67,5,5,5,5,1,1,80
8612715,"NYC-Room,NoHiddenFees+FreeBreakfast","Queens","Astoria","Private room in rental unit","Private room",1,5,5,5,5,5,5,5,1,1,70
8614204,"2nd  Floor Limestone Apt. Great for Large Groups","Brooklyn","Prospect-Lefferts Gardens","Entire townhouse","Entire home/apt",86,4.42,4.48,4.55,4.77,4.66,4.7,4.43,3,4,106
8614862,"Sunny Bedroom with a huge window","Manhattan","Washington Heights","Private room in rental unit","Private room",6,4.33,4.83,4.33,4.83,4.33,4.83,4.5,1,1,40
8616102,"Cozy Upper East Side Apartment","Manhattan","Upper East Side","Private room in rental unit","Private room",1,5,5,5,5,5,5,5,1,1,164
8620134,"CHARM & LOCATION! Private Ensuite Bathroom in UES!","Manhattan","Upper East Side","Entire rental unit","Entire home/apt",106,4.88,4.93,4.87,4.95,4.96,4.85,4.83,1,1,125
8621133,"✪ Comfortable 3 Bed & 2 BR ✪ Friends & Family ✪","Manhattan","Lower East Side","Entire rental unit","Entire home/apt",132,4.53,4.69,4.59,4.75,4.83,4.89,4.48,2,3,309
8622301,"Astoria Full Basement Apartment","Queens","Astoria","Private room in residential home","Private room",343,4.96,4.98,4.97,4.98,4.97,4.94,4.94,1,3,120
8622987,"Huge luxury 1 bedroom apt in Fidi","Manhattan","Financial District","Entire rental unit","Entire home/apt",1,5,5,5,5,5,5,5,1,1,160
8623370,"Private luxury apartment","Queens","Queens Village","Entire guest suite","Entire home/apt",76,4.7,4.64,4.72,4.82,4.86,4.67,4.67,1,3,89
8627973,"2BR2BA apartment, PRIVATE Bathroom, Subway 3min","Queens","Elmhurst","Private room in townhouse","Private room",5,3.8,4.4,3.4,4,3.6,4.8,4,1,1,40
8630560,"Romantic 2-Bedroom UWS Charmer!","Manhattan","Upper West Side","Entire rental unit","Entire home/apt",8,4.88,4.75,4.88,5,5,5,4.75,2,2,220
8631355,"One Bedroom Available in 2BR APT","Brooklyn","Crown Heights","Private room in rental unit","Private room",2,4.5,5,4.5,5,5,4.5,5,1,1,80
8632393,"Brooklyn's Coolest One Bedroom","Brooklyn","Williamsburg","Private room in rental unit","Private room",23,4.77,4.86,4.95,4.9,4.95,5,4.86,1,1,76
8634024,"East Williamsburg Bedroom","Brooklyn","Williamsburg","Private room in rental unit","Private room",1,5,5,5,5,5,5,5,1,1,110
8636811,"Amazing bedroom in South Harlem !","Manhattan","Harlem","Private room in rental unit","Private room",1,5,5,5,5,5,0,5,1,1,80
8642428,"Village apt on tree-lined street","Manhattan","East Village","Entire rental unit","Entire home/apt",8,4.38,4.38,4.5,4.75,5,4.75,4.38,1,1,160
8642982,"Cozy BK RM for 2! 30min > Manhattan","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",87,4.72,4.92,4.88,4.95,4.86,4.33,4.73,1,1,39
8643360,"Room in Brownstone close to Subway/ week discount","Brooklyn","Prospect Heights","Private room in townhouse","Private room",40,4.95,4.93,4.9,5,5,4.98,4.98,1,2,115
8643939,"Private Bedroom in Upper East Side","Manhattan","Upper East Side","Private room in rental unit","Private room",1,5,5,5,5,5,5,5,1,1,94
8646618,"NYC suite private Bath+Balcony 8 min Times Square","Queens","Astoria","Private room in rental unit","Private room",440,4.67,4.78,4.48,4.83,4.86,4.84,4.74,1,1,79
8648818,"Private Bedroom + Living Room/Office","Queens","Astoria","Private room in rental unit","Private room",2,5,5,4.5,4.5,5,5,4.5,1,1,75
8649999,"Cozy private room in Queens NY","Queens","Jackson Heights","Private room in rental unit","Private room",6,5,5,4.67,5,5,4.83,5,1,1,55
8650076,"NYC luxury apt in W Style building","Manhattan","Financial District","Entire rental unit","Entire home/apt",3,5,5,5,5,5,5,5,1,1,127
8652653,"Whole apartment in Greenpoint.","Brooklyn","Greenpoint","Entire rental unit","Entire home/apt",6,5,5,5,5,5,5,5,2,2,200
8652729,"Beautiful room in a great location NYC!","Manhattan","Harlem","Private room in rental unit","Private room",31,4.97,4.9,5,4.94,4.97,4.87,4.84,1,1,49
8653449,"Private room  with Shared Bathroom","Queens","Elmhurst","Private room in rental unit","Private room",1,5,4,4,4,5,5,5,1,1,45
8653999,"Charming Upper West Side Apartment","Manhattan","Upper West Side","Entire rental unit","Entire home/apt",2,5,5,5,5,5,5,5,1,2,180
8662610,"Private Room - BedStuy - 2 Flr Unit","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",1,5,5,5,5,5,4,5,1,1,25
8663101,"Large room in UWS 92nd near RivPark","Manhattan","Upper West Side","Private room in rental unit","Private room",100,4.83,4.91,4.86,4.94,4.93,4.91,4.89,1,2,100
8663831,"Room in a beautiful apartment","Queens","Long Island City","Private room in rental unit","Private room",1,4,4,4,5,4,4,4,1,1,150
8664615,"Stylish Astoria Apartment","Queens","Astoria","Entire rental unit","Entire home/apt",1,5,5,5,5,5,5,5,1,1,75
8665047,"Zen Apartment With Backyard","Manhattan","East Village","Entire rental unit","Entire home/apt",9,4.56,4.89,4.44,4.89,4.89,5,4.67,2,2,297
8667280,"3BR w/ Patio by Subway (Rate covers 2 guests)","Brooklyn","Gowanus","Entire townhouse","Entire home/apt",146,4.92,4.9,4.95,4.96,4.98,4.83,4.9,2,2,173
8667450,"Bushwick Brooklyn 1 Bedroom","Brooklyn","Bushwick","Entire rental unit","Entire home/apt",4,5,4.75,5,5,5,5,4.75,1,1,80
8668115,"Zen Room in Crown Heights Brooklyn","Brooklyn","Crown Heights","Private room in rental unit","Private room",10,4.6,5,4.44,4.89,5,4.78,4.67,1,1,50
8671663,"Two bus stops to World Trade Center","Staten Island","Concord","Entire guest suite","Entire home/apt",41,4.98,4.95,4.93,4.93,4.93,4.8,4.88,1,3,120
8671786,"Quiet and cozy | Large kitchen and living space.","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",6,4.83,4.83,4.5,4.83,4.83,4.83,4.5,1,1,195
8672280,"Large  Studio - Midtown Manhattan Near Times Sq","Manhattan","Midtown","Entire rental unit","Entire home/apt",11,4.55,4.82,4.27,4.73,5,5,4.73,1,1,135
8676240,"Comfortable & Clean Zen Bedroom","Manhattan","Washington Heights","Entire rental unit","Entire home/apt",1,5,5,5,5,5,4,5,1,1,45
8680417,"Sunny beautiful home Audubon Distr","Manhattan","Washington Heights","Entire rental unit","Entire home/apt",3,5,5,4.67,5,5,4.67,5,3,3,200
8681709,"Shared living in New York City","Manhattan","Kips Bay","Shared room in rental unit","Shared room",1,5,5,5,5,5,5,5,1,1,97
8681776,"20 Mins to Manhattan, 7 mins LGA","Queens","Ditmars Steinway","Private room in residential home","Private room",4,4.25,5,4.25,4.75,4.75,4.75,4.25,2,1,75
8683858,"纽约之家(PrivateBathroom4)","Queens","Flushing","Private room in townhouse","Private room",61,4.7,4.84,4.62,4.85,4.77,4.75,4.74,1,1,65
8684886,"Duplex with Garden & Deck & Private Entrance","Brooklyn","South Slope","Entire townhouse","Entire home/apt",182,4.82,4.84,4.79,4.96,4.93,4.94,4.81,1,3,143
8685857,"Spacious Brooklyn Getaway","Brooklyn","Crown Heights","Private room in rental unit","Private room",1,5,5,4,5,5,5,5,1,1,80
8686040,"LARGE MANHATTAN ONE BEDROOM","Manhattan","Inwood","Entire rental unit","Entire home/apt",6,4,3.8,4,4.2,4.2,3.8,4,1,1,125
8686167,"1BR, Steps from the 7 Train","Queens","Sunnyside","Entire rental unit","Entire home/apt",14,4.71,4.93,4.43,4.79,4.86,4.69,4.64,1,2,75
8687096,"Full Floor in Sunny Brooklyn Duplex","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",10,4.5,4.7,3.9,5,5,4.9,4.7,1,1,69
8687556,"NYC  Garden apartment next to trains/restaurants","Brooklyn","Kensington","Entire townhouse","Entire home/apt",80,4.65,4.67,4.63,4.91,4.88,4.66,4.72,1,1,79
8689608,"Charming and Modern Home Base","Manhattan","Harlem","Private room in residential home","Private room",149,4.83,4.91,4.91,4.98,4.93,4.63,4.84,1,1,55
8691258,"Luxury Apartment by Time Square","Manhattan","Theater District","Private room in rental unit","Private room",1,5,5,5,5,5,5,5,1,1,200
8698671,"Perfect 8th Avenue Apt in Chelsea","Manhattan","Chelsea","Private room in rental unit","Private room",31,4.65,4.84,4.42,4.94,5,4.94,4.65,1,1,112
8703355,"Eclectic 1 Bdrm off  Park Ave South","Manhattan","Midtown","Entire rental unit","Entire home/apt",9,4.88,5,4.63,4.88,5,4.88,4.88,1,2,200
8703711,"Cozy Suite near Barclays Center","Brooklyn","Prospect-Lefferts Gardens","Entire rental unit","Entire home/apt",163,4.24,4.45,4.36,4.7,4.61,3.93,4.33,1,1,90
8704528,"Private bedroom & bath in Red Hook Bklyn for solo","Brooklyn","Red Hook","Private room in condominium (condo)","Private room",270,4.85,4.95,4.88,4.93,4.95,4.71,4.9,1,1,57
8709326,"East 60's - Amazing Private Room","Manhattan","Upper East Side","Private room in rental unit","Private room",2,4,5,4,5,5,5,5,1,1,141
8712309,"Large sunny bedroom with private bathroom","Brooklyn","Bushwick","Private room in rental unit","Private room",116,4.94,4.97,4.92,4.91,4.96,4.83,4.86,1,1,90
8719948,"Private Bedroom in Nolita/Soho","Manhattan","Little Italy","Private room in rental unit","Private room",13,4.54,4.77,4.54,5,5,5,4.46,1,1,70
8720655,"UES - True 1 BR | Clean & Quiet","Manhattan","Upper East Side","Entire rental unit","Entire home/apt",61,4.82,4.82,4.57,4.9,4.93,4.82,4.8,1,1,65
8720702,"Bright Modern Luxury with Statue of Liberty Views!","Manhattan","Battery Park City","Entire condominium (condo)","Entire home/apt",1,5,5,5,5,5,5,5,1,1,175
8720923,"Sunny and Spacious Private Bedroom","Manhattan","Lower East Side","Private room in condominium (condo)","Private room",65,4.98,5,4.91,5,5,4.94,4.98,1,1,95
8722224,"$1,400/month  Summer Rental: Spacious One Bdrm","Brooklyn","Prospect-Lefferts Gardens","Entire rental unit","Entire home/apt",1,5,5,4,5,5,4,5,1,1,50
8729960,"huge, great loft space, for young females","Manhattan","East Harlem","Private room in loft","Private room",47,4.81,4.86,4.84,4.93,4.93,4.6,4.74,1,2,50
8730247,"Charming  Apt/ Fort Greene Brooklyn","Brooklyn","Fort Greene","Private room in rental unit","Private room",1,5,5,5,5,5,5,5,1,1,90
8731224,"Bright, cozy East Village apartment","Manhattan","East Village","Entire rental unit","Entire home/apt",1,5,5,5,5,5,5,5,2,2,200
8734174,"Sunny Duplex w/Private Roof Deck Monthly Rental","Manhattan","Harlem","Entire residential home","Entire home/apt",131,4.89,4.92,4.94,4.95,4.92,4.61,4.85,1,3,100
8735236,"Sunny Brooklyn, Boerum Hill Bedroom!","Brooklyn","Boerum Hill","Private room in rental unit","Private room",37,4.94,4.85,4.94,4.85,4.94,4.97,4.76,1,1,65
8736973,"Cozy Studio for your Business Trip","Manhattan","Midtown","Private room in rental unit","Private room",38,4.63,4.77,4.31,4.77,4.86,5,4.63,1,1,95
8741020,"Voted #1 Location Quintessential 1BR W Village Apt","Manhattan","West Village","Entire condominium (condo)","Entire home/apt",51,4.72,4.8,4.24,4.92,5,5,4.64,1,1,258
8741124,"Tree-lined Brooklyn Getaway","Brooklyn","Midwood","Private room in rental unit","Private room",34,4.82,4.91,4.94,5,4.97,4.79,4.85,1,1,70
8741446,"Clean, inviting apt.15min to NYC","Queens","Ditmars Steinway","Entire rental unit","Entire home/apt",70,4.8,4.8,4.79,4.97,4.96,4.87,4.75,3,5,175
8741676,"Spacious 2BR, close to central park","Manhattan","Upper West Side","Entire rental unit","Entire home/apt",1,4,4,5,5,5,5,5,2,3,280
8753832,"Bright, airy, private room/shared bath-W Harlem","Manhattan","Harlem","Private room in rental unit","Private room",68,4.9,4.97,4.93,4.94,4.97,4.7,4.86,1,1,110
8754560,"Manhattan Private Room with a Garden View (Room 1)","Manhattan","Harlem","Private room in townhouse","Private room",177,4.76,4.9,4.63,4.88,4.89,4.72,4.77,1,1,79
8757726,"Cozy Modern 1 Bedroom","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",101,4.89,4.93,4.88,4.95,4.98,4.51,4.85,1,1,116
8757920,"CathedraNYC","Manhattan","Harlem","Entire rental unit","Entire home/apt",4,4.25,4.25,4.5,5,4.75,4.25,4.25,1,2,110
8760442,"Private studio with free reserved parking spot","Queens","Jackson Heights","Entire rental unit","Entire home/apt",141,4.81,4.86,4.83,4.9,4.94,4.86,4.85,1,1,96
8760775,"Lexington Avenue Luxury Condominium","Manhattan","Murray Hill","Private room in rental unit","Private room",4,4.75,5,3.25,5,5,5,5,1,1,111
8762969,"Charming room Chinatown Manhattan","Manhattan","Chinatown","Private room in rental unit","Private room",1,5,5,5,5,5,5,5,1,1,100
8763502,"Stay here and love Williamsburg!!","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",246,4.9,4.97,4.92,4.98,5,4.77,4.8,1,2,150
8764617,"Bedroom available in Bowery Neighborhood","Manhattan","Chinatown","Private room in rental unit","Private room",76,4.75,4.81,4.57,4.8,4.89,4.89,4.75,1,1,67
8770660,"Spacious apt. with a great feel","Manhattan","Washington Heights","Entire rental unit","Entire home/apt",1,4,5,4,5,5,4,4,2,2,175
8775344,"Private spacious master bedroom","Brooklyn","Crown Heights","Private room in rental unit","Private room",1,5,5,5,5,5,5,5,1,1,75
8776208,"Comfy room in brooklyn!","Brooklyn","Bushwick","Private room in rental unit","Private room",1,3,3,3,5,4,3,3,1,1,60
8776479,"East Williamsburg / Bushwick loft","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",19,4.76,4.71,4.47,4.94,4.94,4.76,4.53,1,1,140
8793166,"Cool, cozy urban pad","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",187,4.77,4.92,4.86,4.88,4.86,4.59,4.78,1,1,73
8795721,"Spacious studio 10 min to Manhattan","Queens","Astoria","Entire rental unit","Entire home/apt",7,4.57,4.86,4.86,4.71,5,4.86,4.71,1,1,73
8796876,"Big private bed/bath in penthouse!","Brooklyn","Prospect Heights","Private room in rental unit","Private room",6,4.67,4.5,4.5,4.67,4.67,4.5,4.5,1,1,90
8802289,"Private Room in Bushwick off of the DeKalb L Stop","Brooklyn","Bushwick","Private room in rental unit","Private room",4,4,5,3,5,5,4,5,1,1,30
8806783,"Large 2 BD Upper East With Rooftop Access","Manhattan","Midtown","Entire rental unit","Entire home/apt",38,4.95,4.97,4.95,4.97,4.95,4.92,4.81,2,2,253
8807842,"Spacious arty loft in Bushwick","Brooklyn","Williamsburg","Private room in rental unit","Private room",1,1,1,1,4,4,4,1,1,1,50
8811687,"Nature in the Heart of Manhattan","Manhattan","East Village","Private room in rental unit","Private room",6,4.83,4.17,4.33,4.67,4.5,5,4.5,1,1,139
8812730,"LES, 5 min to subway, quiet street","Manhattan","Lower East Side","Entire rental unit","Entire home/apt",11,4.3,4.2,4.5,4.9,4.9,3.8,4,1,2,149
8813547,"For Christmas-Large New 1 BR Near Central Park","Manhattan","Midtown","Private room in rental unit","Private room",10,4.86,4.86,4.71,4.43,4.43,4.86,4.71,1,1,230
8813854,"Stay next to TimesSquare & Broadway","Manhattan","Hell's Kitchen","Entire rental unit","Entire home/apt",59,4.45,4.45,4.22,4.79,4.79,4.86,4.43,1,1,175
8816465,"Large, Sunny Family-Friendly Apt. (Smoke-Free)","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",32,4.9,4.9,4.87,4.97,4.97,4.83,4.8,2,2,135
8825297,"COVID SAFE HAVEN. SANITIZED & SPACIOUS DUPLEX!!","Manhattan","East Harlem","Entire townhouse","Entire home/apt",87,4.92,4.96,4.93,5,4.99,4.65,4.87,2,3,180
8825701,"Modern Condo in Greenpoint, BK","Brooklyn","Greenpoint","Entire rental unit","Entire home/apt",1,5,5,5,5,5,5,5,1,2,200
8830825,"Spacious Rooms near Barclays Center","Brooklyn","Prospect-Lefferts Gardens","Private room in rental unit","Private room",96,4.32,4.56,4.4,4.69,4.68,4.11,4.47,1,1,65
8838513,"Room in colorful Bushwick SUPER close to subways!","Brooklyn","Williamsburg","Private room in rental unit","Private room",10,5,5,5,5,4.89,4.88,5,1,1,35
8838861,"UWS One Bedroom Pre-War Gem","Manhattan","Upper West Side","Entire rental unit","Entire home/apt",2,3.5,5,5,5,5,5,5,1,1,225
8840959,"1-Bedroom in Brooklyn Brownstone","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",1,5,5,4,5,5,4,5,1,1,85
8841646,"Art & Light-Filled Apt By The Park","Manhattan","East Harlem","Entire rental unit","Entire home/apt",2,5,5,5,5,5,4.5,5,1,1,131
8842752,"1 Bedroom Apt in Williamsburg","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",2,5,5,4.5,5,5,5,4.5,1,1,100
